MESA;DEPARTAMENTO;MUNICIPIO;PADRÓN;COMUNIDAD;NOMBRE DEL ESTABLECIMIENTO;UBICACIÓN/DIRECCIÓN
22026;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;CORREDOR PUBLICO DE LA MUNICIPALIDAD RÍO HONDO;CABECERA MUNICIPAL
22027;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;CORREDOR PUBLICO DE LA MUNICIPALIDAD RÍO HONDO;CABECERA MUNICIPAL
22028;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;CORREDOR PUBLICO DE LA MUNICIPALIDAD RÍO HONDO;CABECERA MUNICIPAL
22029;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;CORREDOR PUBLICO DE LA MUNICIPALIDAD RÍO HONDO;CABECERA MUNICIPAL
22030;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;KIOSCO MUNICIPAL RÍO HONDO;CABECERA MUNICIPAL
22031;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;SALÓN PARROQUIAL RÍO HONDO;CABECERA MUNICIPAL
22032;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;SALÓN PARROQUIAL RÍO HONDO;CABECERA MUNICIPAL
22033;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL;CENTRO DE LA COMUNIDAD
22034;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL;CENTRO DE LA COMUNIDAD
22035;Zacapa;Río Hondo;400;CABECERA MUNICIPAL;SALÓN MUNICIPAL;CENTRO DE LA COMUNIDAD
22036;Zacapa;Río Hondo;367;CABECERA MUNICIPAL;SALÓN MUNICIPAL;CENTRO DE LA COMUNIDAD
22037;Zacapa;Río Hondo;367;CABECERA MUNICIPAL;SALÓN MUNICIPAL;CENTRO DE LA COMUNIDAD
22038;Zacapa;Río Hondo;380;CEM - EL ROSARIO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22039;Zacapa;Río Hondo;380;CEM - EL ROSARIO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22040;Zacapa;Río Hondo;380;CEM - EL ROSARIO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22041;Zacapa;Río Hondo;191;CEM - EL ROSARIO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22042;Zacapa;Río Hondo;190;CEM - EL ROSARIO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22043;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22044;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22045;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22046;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22047;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22048;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA POR;CENTRO DE LA COMUNIDAD COOPERATIVA ALDEA SANTA CRUZ
22049;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;SALÓN COMUNAL ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22050;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;SALÓN COMUNAL ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22051;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;SALÓN COMUNAL ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22052;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22053;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22054;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22055;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22056;Zacapa;Río Hondo;380;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22057;Zacapa;Río Hondo;252;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22058;Zacapa;Río Hondo;252;CEM - SANTA CRUZ;ESCUELA OFICIAL RURAL MIXTA ALDEA SANTA CRUZ;CENTRO DE LA COMUNIDAD
22059;Zacapa;Río Hondo;380;EXTENSIÓN RURAL - LLANO VERDE;SALÓN COMUNAL ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22060;Zacapa;Río Hondo;380;EXTENSIÓN RURAL - LLANO VERDE;SALÓN COMUNAL ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22061;Zacapa;Río Hondo;222;EXTENSIÓN RURAL - LLANO VERDE;SALÓN COMUNAL ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22062;Zacapa;Río Hondo;222;EXTENSIÓN RURAL - LLANO VERDE;SALÓN COMUNAL ALDEA EL ROSARIO;CENTRO DE LA COMUNIDAD
22063;Zacapa;Río Hondo;600;CABECERA MUNICIPAL;MERCADO MUNICIPAL RIO HONDO;CABECERA MUNICIPAL
22064;Zacapa;Río Hondo;405;CABECERA MUNICIPAL;MERCADO MUNICIPAL RIO HONDO;CABECERA MUNICIPAL
22065;Zacapa;Río Hondo;405;CABECERA MUNICIPAL;MERCADO MUNICIPAL RIO HONDO;CABECERA MUNICIPAL
22066;Zacapa;Gualán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22067;Zacapa;Gualán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22068;Zacapa;Gualán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22069;Zacapa;Gualán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22070;Zacapa;Gualán;287;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22071;Zacapa;Gualán;287;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22072;Zacapa;Gualán;400;CABECERA MUNICIPAL;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22073;Zacapa;Gualán;331;CABECERA MUNICIPAL;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22074;Zacapa;Gualán;331;CABECERA MUNICIPAL;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22075;Zacapa;Gualán;400;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22076;Zacapa;Gualán;400;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22077;Zacapa;Gualán;400;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22078;Zacapa;Gualán;400;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22079;Zacapa;Gualán;202;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22080;Zacapa;Gualán;201;CABECERA MUNICIPAL;POLIDEPORTIVO;CABECERA MUNICIPAL
22081;Zacapa;Gualán;350;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22082;Zacapa;Gualán;349;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA VARONES CARMEN SAGASTUME;BARRIO LA ESTACIÓN CACERES
22083;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22084;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22085;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22086;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22087;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22088;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22089;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22090;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22091;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22092;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22093;Zacapa;Gualán;400;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22094;Zacapa;Gualán;380;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22095;Zacapa;Gualán;379;EXTENSIÓN URBANA - MAYUELAS;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA J.M. ALVARO;CABECERA MUNICIPAL ENRIQUEZ ESTRADA ARRIAZA
22096;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22097;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22098;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22099;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22100;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22101;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22102;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22103;Zacapa;Gualán;400;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22104;Zacapa;Gualán;210;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22105;Zacapa;Gualán;209;EXTENSIÓN URBANA - LOS LIMONES;SALÓN ISAURA ESQUIVEL;CABECERA MUNICIPAL
22106;Zacapa;Gualán;380;CEM - BETHEL;ESCUELA OFICIAL RURAL MIXTA ALDEA BETHEL;CENTRO DE LA COMUNIDAD
22107;Zacapa;Gualán;380;CEM - BETHEL;ESCUELA OFICIAL RURAL MIXTA ALDEA BETHEL;CENTRO DE LA COMUNIDAD
22108;Zacapa;Gualán;380;CEM - BETHEL;ESCUELA OFICIAL RURAL MIXTA ALDEA BETHEL;CENTRO DE LA COMUNIDAD
22109;Zacapa;Gualán;268;CEM - BETHEL;ESCUELA OFICIAL RURAL MIXTA ALDEA BETHEL;CENTRO DE LA COMUNIDAD
22110;Zacapa;Gualán;267;CEM - BETHEL;ESCUELA OFICIAL RURAL MIXTA ALDEA BETHEL;CENTRO DE LA COMUNIDAD
22111;Zacapa;Gualán;380;CEM - EL FILO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL FILO;CENTRO DE LA COMUNIDAD
22112;Zacapa;Gualán;380;CEM - EL FILO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL FILO;CENTRO DE LA COMUNIDAD
22113;Zacapa;Gualán;380;CEM - EL FILO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL FILO;CENTRO DE LA COMUNIDAD
22114;Zacapa;Gualán;219;CEM - EL FILO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL FILO;CENTRO DE LA COMUNIDAD
22115;Zacapa;Gualán;218;CEM - EL FILO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL FILO;CENTRO DE LA COMUNIDAD
22116;Zacapa;Gualán;380;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22117;Zacapa;Gualán;380;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22118;Zacapa;Gualán;380;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22119;Zacapa;Gualán;380;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22120;Zacapa;Gualán;218;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22121;Zacapa;Gualán;218;CEM - EL LOBO;ESCUELA OFICIAL RURAL MIXTA ALDEA EL LOBO;CENTRO DE LA COMUNIDAD
22122;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22123;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22124;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22125;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22126;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22127;Zacapa;Gualán;380;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22128;Zacapa;Gualán;273;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22129;Zacapa;Gualán;273;CEM - JUAN PONCE;ESCUELA OFICIAL RURAL MIXTA ALDEA JUAN PONCE;CENTRO DE LA COMUNIDAD
22130;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;ESCUELA OFICIAL RURAL MIXTA ALDEA LA VAINILLA;CENTRO DE LA COMUNIDAD
22131;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;ESCUELA OFICIAL RURAL MIXTA ALDEA LA VAINILLA;CENTRO DE LA COMUNIDAD
22132;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;ESCUELA OFICIAL RURAL MIXTA ALDEA LA VAINILLA;CENTRO DE LA COMUNIDAD
22133;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;ESCUELA OFICIAL RURAL MIXTA ALDEA LA VAINILLA;CENTRO DE LA COMUNIDAD
22134;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;ESCUELA OFICIAL RURAL MIXTA ALDEA LA VAINILLA;CENTRO DE LA COMUNIDAD
22135;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA;CENTRO DE LA COMUNIDAD ALDEA LA VAINILLA
22136;Zacapa;Gualán;380;CEM - VAINILLA O LA VAINILLA;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA;CENTRO DE LA COMUNIDAD ALDEA LA VAINILLA
22137;Zacapa;Gualán;280;CEM - VAINILLA O LA VAINILLA;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA;CENTRO DE LA COMUNIDAD ALDEA LA VAINILLA
22138;Zacapa;Gualán;279;CEM - VAINILLA O LA VAINILLA;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA TELESECUNDARIA;CENTRO DE LA COMUNIDAD ALDEA LA VAINILLA
22139;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22140;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22141;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22142;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22143;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22144;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22145;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22146;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22147;Zacapa;Gualán;380;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22148;Zacapa;Gualán;238;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22149;Zacapa;Gualán;238;CEM - SHIN SHIN;ESCUELA OFICIAL RURAL MIXTA, ALDEA SHIN SHIN;CENTRO DE LA COMUNIDAD
22150;Zacapa;Gualán;600;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA NIÑAS BLANCA HILDA PERALTA Y;BARRIO LAS FLORES PERALTA
22151;Zacapa;Gualán;600;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA NIÑAS BLANCA HILDA PERALTA Y;BARRIO LAS FLORES PERALTA
22152;Zacapa;Gualán;600;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA NIÑAS BLANCA HILDA PERALTA Y;BARRIO LAS FLORES PERALTA
22153;Zacapa;Gualán;516;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA NIÑAS BLANCA HILDA PERALTA Y;BARRIO LAS FLORES PERALTA
22154;Zacapa;Gualán;515;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA PARA NIÑAS BLANCA HILDA PERALTA Y;BARRIO LAS FLORES PERALTA
22155;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22156;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22157;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22158;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22159;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22160;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22161;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22162;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22163;Zacapa;Teculután;400;CABECERA MUNICIPAL;INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA;CENTRO DE LA COMUNIDAD
22164;Zacapa;Teculután;400;CABECERA MUNICIPAL;DOMO DEPORTIVO;CENTRO DE LA COMUNIDAD
22165;Zacapa;Teculután;400;CABECERA MUNICIPAL;DOMO DEPORTIVO;CENTRO DE LA COMUNIDAD
22166;Zacapa;Teculután;400;CABECERA MUNICIPAL;DOMO DEPORTIVO;CENTRO DE LA COMUNIDAD
22167;Zacapa;Teculután;400;CABECERA MUNICIPAL;SALÓN SOCIAL;CENTRO DE LA COMUNIDAD
22168;Zacapa;Teculután;241;CABECERA MUNICIPAL;SALÓN SOCIAL;CENTRO DE LA COMUNIDAD
22169;Zacapa;Teculután;241;CABECERA MUNICIPAL;SALÓN SOCIAL;CENTRO DE LA COMUNIDAD
22170;Zacapa;Teculután;400;EXTENSIÓN URBANA - EL ARCO;ESCUELA OFICIAL RURAL MIXTA ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22171;Zacapa;Teculután;400;EXTENSIÓN URBANA - EL ARCO;ESCUELA OFICIAL RURAL MIXTA ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22172;Zacapa;Teculután;400;EXTENSIÓN URBANA - EL ARCO;ESCUELA OFICIAL RURAL MIXTA ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22173;Zacapa;Teculután;339;EXTENSIÓN URBANA - EL ARCO;ESCUELA OFICIAL RURAL MIXTA ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22174;Zacapa;Teculután;338;EXTENSIÓN URBANA - EL ARCO;ESCUELA OFICIAL RURAL MIXTA ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22175;Zacapa;Teculután;380;CEM - SAN JOSE;ESCUELA OFICIAL RURAL MIXTA PROFESORA ISABEL GAMERO;CENTRO DE LA COMUNIDAD MENDOZA ALDEA SAN JOSÉ
22176;Zacapa;Teculután;338;CEM - SAN JOSE;ESCUELA OFICIAL RURAL MIXTA PROFESORA ISABEL GAMERO;CENTRO DE LA COMUNIDAD MENDOZA ALDEA SAN JOSÉ
22177;Zacapa;Teculután;338;CEM - SAN JOSE;ESCUELA OFICIAL RURAL MIXTA PROFESORA ISABEL GAMERO;CENTRO DE LA COMUNIDAD MENDOZA ALDEA SAN JOSÉ
22178;Zacapa;Teculután;380;CEM - VEGA DEL COBAN;ESCUELA OFICIAL RURAL MIXTA ALDEA VEGA DEL COBÁN;CENTRO DE LA COMUNIDAD
22179;Zacapa;Teculután;380;CEM - VEGA DEL COBAN;ESCUELA OFICIAL RURAL MIXTA ALDEA VEGA DEL COBÁN;CENTRO DE LA COMUNIDAD
22180;Zacapa;Teculután;287;CEM - VEGA DEL COBAN;ESCUELA OFICIAL RURAL MIXTA ALDEA VEGA DEL COBÁN;CENTRO DE LA COMUNIDAD
22181;Zacapa;Teculután;286;CEM - VEGA DEL COBAN;ESCUELA OFICIAL RURAL MIXTA ALDEA VEGA DEL COBÁN;CENTRO DE LA COMUNIDAD
22182;Zacapa;Teculután;380;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22183;Zacapa;Teculután;380;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22184;Zacapa;Teculután;380;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22185;Zacapa;Teculután;380;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22186;Zacapa;Teculután;249;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22187;Zacapa;Teculután;249;CEM - SAN ANTONIO;DOMO ALDEA SAN ANTONIO;CENTRO DE LA COMUNIDAD
22188;Zacapa;Teculután;452;CABECERA MUNICIPAL;SALÓN SOCIAL;CENTRO DE LA COMUNIDAD
22189;Zacapa;Teculután;451;CABECERA MUNICIPAL;SALÓN SOCIAL;CENTRO DE LA COMUNIDAD
22190;Zacapa;Usumatlán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA USUMATLÁN;CABECERA MUNICIPAL
22191;Zacapa;Usumatlán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA USUMATLÁN;CABECERA MUNICIPAL
22192;Zacapa;Usumatlán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA USUMATLÁN;CABECERA MUNICIPAL
22193;Zacapa;Usumatlán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA USUMATLÁN;CABECERA MUNICIPAL
22194;Zacapa;Usumatlán;400;CABECERA MUNICIPAL;ESCUELA OFICIAL URBANA MIXTA USUMATLÁN;CABECERA MUNICIPAL
