TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
538,495,92.0074,495,92.0074,0,188002,115439,61.4030

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,PIN,VALOR,MLP,UNE,VICTORIA,ELEFANTE,WINAQ,VAMOS,U R N G - MAIZ,PPN,TODOS,CREO,BIEN,CAMBIO,PHG,PODEMOS,FCN-NACION,VIVA,PR,MI FAMILIA,UR,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12976,"Retalhuleu",11,"Champerico",7,1772,380,27,0,0,40,18,9,0,2,5,24,13,7,0,0,3,0,0,0,0,31,1,0,2,0,182,17,16,215,0,215,--,378,160,182,215,215,Algún campo sin dato,1,9fe3121a6c077281ed1c1862d4863d29932862cf6ffe9f8ac1acd6b006a9ab5b,25/06/2023 23:13:04,ESCANER
12977,"Retalhuleu",11,"Champerico",7,1772,380,42,0,1,43,29,11,0,2,8,12,8,8,0,0,2,0,1,0,0,29,1,0,0,1,198,10,8,216,0,216,--,380,169,198,216,216,Algún campo sin dato,1,ca2c71e7c13b650f3a553f20aa4b013203ba64bed05e81c61abb7af18ea2a5e0,26/06/2023 02:53:12,ESCANER
12978,"Retalhuleu",11,"Champerico",7,1772,380,41,1,0,44,26,23,0,1,11,12,9,10,1,1,3,0,0,0,1,11,0,0,0,9,204,19,6,229,0,229,--,377,148,204,229,229,Algún campo sin dato,1,94cf1ce9e0da44306918186bb96bf84df56bf6c95cf8f51966b6cf92d05b737d,26/06/2023 01:46:03,ESCANER
12979,"Retalhuleu",11,"Champerico",7,1772,363,50,0,0,32,16,24,0,3,9,17,4,7,1,0,3,1,0,1,0,40,3,0,0,5,216,16,9,241,0,241,--,363,122,216,241,241,Algún campo sin dato,1,9af3c63082206b9000cc8ac83c4e8857872e8967504aafff9dfff3528d5216d8,26/06/2023 02:09:22,ESCANER
12980,"Retalhuleu",11,"Champerico",7,1772,363,34,0,0,27,38,13,0,2,6,8,9,4,0,3,1,0,0,1,0,18,0,0,0,3,167,6,8,181,0,181,--,363,182,167,181,181,Algún campo sin dato,1,b72c2620f6f4de308a688fa4d38ed0556c8a9f1ef8a74978b9b6c260423bbbcf,26/06/2023 00:52:10,ESCANER
12981,"Retalhuleu",11,"Champerico",7,1773,380,12,0,0,46,25,8,3,0,34,23,14,10,2,0,0,0,0,0,0,5,0,0,0,2,184,34,12,230,0,230,--,317,147,184,230,230,Algún campo sin dato,1,78d2720df8bccd68f3227c3b1d54eb4dc2ce23e736820444551be9152a609e15,26/06/2023 05:29:57,ESCANER
12982,"Retalhuleu",11,"Champerico",7,1773,380,13,1,0,43,24,5,0,1,41,16,16,6,2,0,1,0,0,0,2,11,0,0,0,2,184,9,8,201,10,211,--,--,--,184,201,211,Algún campo sin dato,1,377c07ff0de5d913d99a2fa1dee7b52a45db64cd9ac910416968c2652b6dfd92,25/06/2023 23:32:04,ESCANER
12983,"Retalhuleu",11,"Champerico",7,1773,230,10,1,0,23,16,5,1,0,25,13,9,0,1,0,1,0,0,0,0,5,0,0,1,0,111,17,9,137,0,137,--,227,90,111,137,137,Algún campo sin dato,1,6f7efae16b5af7f7461d07777472012a8c2d2eca64d5b05d8ae480dbd39e321a,26/06/2023 01:03:46,ESCANER
12984,"Retalhuleu",11,"Champerico",7,1773,229,4,0,0,26,21,1,0,1,12,9,7,4,1,1,1,0,0,0,0,5,0,0,1,0,94,11,9,114,0,114,--,--,--,94,114,114,Algún campo sin dato,1,5ccfcd7c79927cbc26c04bf0d72539d5b9abdeb702a01f860da1837173a23081,25/06/2023 22:28:39,ESCANER
12985,"Retalhuleu",11,"Champerico",7,1774,380,28,0,1,27,18,15,3,1,2,36,3,30,1,0,1,0,1,0,0,26,1,1,0,3,198,32,24,254,0,254,--,380,126,198,254,254,Algún campo sin dato,1,5c555fea40b1acdaa5c79c20c497afe369a63dd85221b373d48b15598555475d,26/06/2023 00:24:39,ESCANER
12986,"Retalhuleu",11,"Champerico",7,1774,380,29,0,1,35,27,13,0,2,5,34,5,31,1,0,1,1,2,0,0,35,0,0,1,2,225,30,13,268,0,268,--,388,120,225,268,268,Algún campo sin dato,1,99c8e0f9df9a3a9774a2628926909f97e970373aaa87e9aad6ce37c89a76f21a,26/06/2023 02:01:26,ESCANER
12987,"Retalhuleu",11,"Champerico",7,1774,380,22,0,1,32,16,11,0,1,2,23,4,25,0,1,2,1,0,1,0,30,0,1,0,6,179,21,12,212,0,212,--,380,165,179,212,212,Algún campo sin dato,1,45e4b800dcb10a8ab608a50a836a05bda3b3db8055821b87eb59b76ae3a83fb5,26/06/2023 00:42:54,ESCANER
12988,"Retalhuleu",11,"Champerico",7,1774,380,39,1,0,30,33,10,1,2,2,19,3,33,0,0,1,0,0,0,0,24,0,0,0,1,199,25,17,241,0,241,--,379,138,199,241,241,Algún campo sin dato,1,78754741f9ed075f30d907759edcd005337b055665c0682ecdab13cacadc4059,25/06/2023 23:18:55,ESCANER
12989,"Retalhuleu",11,"Champerico",7,1774,380,25,--,--,34,25,13,--,2,2,16,4,39,2,--,2,--,6,--,--,21,--,--,--,2,193,28,15,236,--,236,--,380,144,193,236,236,Algún campo sin dato,1,cc8e357121ecd98fc4942efb0a758a70a7a4913489f9f248ddad117632b39a93,25/06/2023 23:58:26,ESCANER
12990,"Retalhuleu",11,"Champerico",7,1774,380,29,1,0,25,33,10,1,1,3,23,4,40,0,0,1,1,0,0,0,31,0,0,0,6,209,26,14,249,0,249,--,378,132,209,249,249,Algún campo sin dato,1,346afd1c32adbd5d35c73100ee293b9aaccf8591f4807868d88667e2aeab3e72,26/06/2023 04:11:18,ESCANER
12991,"Retalhuleu",11,"Champerico",7,1774,380,21,0,0,24,29,11,0,2,2,18,5,47,1,1,1,1,0,0,1,24,0,0,3,3,194,16,19,229,0,229,--,380,151,194,229,229,Algún campo sin dato,1,3f3849b5e691afb22ff7a681107a3ba468480697a7fcd3bbdaa3fbc6fb051250,25/06/2023 22:28:59,ESCANER
12992,"Retalhuleu",11,"Champerico",7,1774,380,32,0,3,20,17,12,0,1,5,26,1,36,0,0,0,0,2,0,0,13,0,4,0,1,173,20,17,210,0,210,--,--,--,173,210,210,Algún campo sin dato,1,56ff82fc96600b23a3e90104af682a0a0d33be351f117eeff14d29fc5f8aeb53,25/06/2023 22:15:49,ESCANER
12993,"Retalhuleu",11,"Champerico",7,1774,361,42,0,3,31,10,11,1,1,4,26,4,37,0,0,0,1,0,0,0,41,0,0,1,1,214,14,5,233,0,233,--,361,128,214,233,233,Algún campo sin dato,1,31d1560240b8654121f6f507b94c00c29e4e9c4fa479f1f0c58b34ed4c5b6749,25/06/2023 22:22:26,ESCANER
12994,"Retalhuleu",11,"Champerico",7,1774,361,32,0,1,20,33,9,0,1,3,19,1,29,0,0,1,0,1,0,0,14,0,0,0,4,168,10,4,182,0,182,--,361,179,168,182,182,Algún campo sin dato,1,c656a04adb5af556562bc8e6298f775b492e12f79725ace0e77a6a0647fbda06,26/06/2023 03:29:14,ESCANER
12995,"Retalhuleu",11,"Champerico",7,1775,380,12,0,0,14,104,3,0,5,7,10,25,18,0,0,0,0,2,1,0,13,1,0,0,0,215,35,14,264,0,264,--,380,116,215,264,264,Algún campo sin dato,1,a07aa2177d5ef763caeeb3b4227301c41f747536a30108a873265e7ad0cff5a8,25/06/2023 23:26:02,ESCANER
12996,"Retalhuleu",11,"Champerico",7,1775,380,12,1,0,7,38,12,1,1,33,12,18,20,2,0,1,0,0,0,0,18,1,0,0,0,177,45,19,241,0,241,--,380,139,177,241,241,Algún campo sin dato,1,9a0627ef3ee5bfdfc91690ccf0dee12756fbfb517feb04917d4a9e4db0d02bcd,26/06/2023 00:27:29,ESCANER
12997,"Retalhuleu",11,"Champerico",7,1775,380,9,0,0,7,56,10,0,2,10,15,25,20,0,0,0,0,1,1,1,9,2,0,0,1,169,28,13,210,0,210,--,380,170,169,210,210,Algún campo sin dato,1,07c0b8c23ba6fb98841b29ebc1c55b8d0b22c7e773ced4beb6d628fb19a9cff9,26/06/2023 00:50:33,ESCANER
12998,"Retalhuleu",11,"Champerico",7,1775,380,14,1,1,8,33,12,1,1,8,17,12,25,1,1,5,0,0,0,0,17,1,1,1,2,162,28,14,204,0,204,--,379,175,162,204,204,Algún campo sin dato,1,0bba6b80c5d0e15603fecdf994e02a8c5426328a4f53f73d53c0ad2fcb49110e,26/06/2023 00:41:52,ESCANER
12999,"Retalhuleu",11,"Champerico",7,1775,223,11,0,0,5,42,9,0,0,4,10,12,14,1,0,1,0,0,0,0,8,0,0,0,3,120,11,3,134,0,134,--,223,89,120,134,134,Algún campo sin dato,1,357298a41a9565c9ae97cd7fb4f07d59dd7b6fe7bad8f04b253bd7d7a533f48f,25/06/2023 22:09:29,ESCANER
13000,"Retalhuleu",11,"Champerico",7,1775,223,14,0,1,1,36,9,0,0,3,8,11,9,0,0,0,0,0,0,0,13,0,0,0,0,105,12,5,122,0,122,--,223,101,105,122,122,Algún campo sin dato,1,59608f6be1411b954f3c98e88032b9cf1e504c04a967fc088c8cb9f70cd9604f,25/06/2023 23:19:40,ESCANER
13001,"Retalhuleu",11,"Champerico",7,1776,600,17,0,0,21,6,6,0,3,4,8,5,9,1,0,0,1,1,0,2,22,0,0,0,3,109,21,14,144,0,144,--,600,455,109,144,144,Algún campo sin dato,1,9d34f23fb73b3ba1d38df130aeada2bb293bc7c7dc13421593beddc5f926333d,25/06/2023 22:36:23,ESCANER
13002,"Retalhuleu",11,"Champerico",7,1776,411,11,0,0,8,2,8,0,1,4,3,2,4,0,0,2,0,0,0,0,9,0,0,1,1,56,2,6,64,1,65,--,411,346,56,64,65,Algún campo sin dato,1,451c21edb482dc4d43abf71ad1482409fb7b799ffa14b3ff50c5b6299da7ca8c,25/06/2023 22:42:27,ESCANER
13003,"Retalhuleu",11,"Champerico",7,1776,410,4,0,0,2,1,2,0,1,2,3,0,2,0,1,1,0,0,0,0,5,0,0,0,0,24,1,1,26,--,26,--,410,384,24,26,26,Algún campo sin dato,1,b6a9b280d17eac06ece401a671e5001dd417870c683d751804453d46d1b20e93,25/06/2023 22:03:32,ESCANER
13004,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,32,1,1,22,4,13,1,1,2,68,1,1,3,0,11,0,0,0,1,16,3,1,1,4,187,35,21,243,0,243,--,400,157,187,243,243,Algún campo sin dato,1,e7197eb956f1045d1f3619c2f51eed7c13b3073b3cf8c2d19dc302ac4a2953c4,25/06/2023 22:57:10,ESCANER
13005,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,38,1,0,31,3,11,1,2,2,47,7,6,0,1,14,0,0,0,1,17,3,1,0,6,192,33,28,253,0,253,--,403,150,192,253,253,Algún campo sin dato,1,9a72bc0dcf43b0f81536ea95cd33e906965403fbb05f924e629b4f2c88e5987c,26/06/2023 00:46:37,ESCANER
13006,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,28,1,0,28,5,9,0,1,0,55,4,4,4,0,21,0,0,1,0,7,7,0,1,2,178,27,40,245,0,245,--,400,155,178,245,245,Algún campo sin dato,1,7b49beaffedf579b59c7c258415bd467d4bffdaf7103473f9e3c186a813c0788,25/06/2023 23:00:37,ESCANER
13007,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,22,1,1,14,5,15,0,1,1,52,5,0,3,1,19,2,2,2,1,24,2,0,0,2,175,34,36,245,0,245,--,400,155,175,245,245,Algún campo sin dato,1,4dfcab8fc9e1a3099e71e33fed617aef115982607056169d5e75a9a2ce2be739,26/06/2023 00:37:13,ESCANER
13008,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,36,2,3,34,6,7,1,0,0,66,8,8,3,0,17,0,1,0,0,13,6,2,0,3,216,35,25,276,0,276,1,400,123,216,276,276,,1,71edbc85f107734b51b9181b61cd0e3737c9ac7783f61fedc3798920fbab0ea7,26/06/2023 00:04:34,ESCANER
13009,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,35,0,0,42,0,12,0,0,1,61,1,3,0,2,16,0,0,2,1,7,5,0,2,8,198,34,20,252,0,252,--,400,148,198,252,252,Algún campo sin dato,1,69fd19fea7422090e0de1ae44f372315ae06735de3055825bd233e822070e86e,25/06/2023 22:33:01,ESCANER
13010,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,48,2,0,27,1,12,0,0,0,51,3,5,1,1,14,0,0,0,0,7,6,1,2,3,184,22,13,219,0,219,--,400,181,184,219,219,Algún campo sin dato,1,04777a949a3639234a52610bda9edf98f480c92e3fb5e0fddb0fc2fe13d305ad,25/06/2023 22:45:24,ESCANER
13011,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,34,0,1,19,4,7,0,0,1,57,2,2,0,1,13,0,0,1,0,8,6,1,1,9,167,26,14,207,0,207,--,400,193,167,207,207,Algún campo sin dato,1,e1a0a2770faa43a2816c55b0bb7b07d534ecd94727b0a69f7cccac4159049311,25/06/2023 23:13:41,ESCANER
13012,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,28,0,0,28,3,5,1,1,0,80,6,7,1,0,11,0,0,0,1,7,3,0,1,9,192,15,10,217,0,217,--,400,183,192,217,217,Algún campo sin dato,1,505926bef8c2218599c4877b8a13c5e024284837c9d96fa27ef470dcdeb58fae,25/06/2023 22:13:02,ESCANER
13013,"Retalhuleu",11,"Nuevo San Carlos",8,1777,400,34,3,0,21,1,5,0,0,0,53,1,9,3,1,12,1,0,0,1,11,1,3,1,6,167,8,6,181,0,181,--,400,219,167,181,181,Algún campo sin dato,1,c4863dc35586b843b7a54248ceae3070ca4657099a159c0fd01d1e6fff4830f3,25/06/2023 22:17:21,ESCANER
13014,"Retalhuleu",11,"Nuevo San Carlos",8,1777,232,24,3,0,10,2,6,0,1,1,36,3,3,0,0,9,0,0,0,0,10,1,1,0,6,116,6,3,125,0,125,--,232,107,116,125,125,Algún campo sin dato,1,790e8a2efbd862b13971d7efd8b60f87e8d8338fc7cf9ca1a3b5b19526fd1898,25/06/2023 23:20:05,ESCANER
13015,"Retalhuleu",11,"Nuevo San Carlos",8,1777,232,17,0,0,13,1,10,0,0,0,34,2,2,0,0,6,2,0,1,0,4,4,0,1,3,100,6,9,115,0,115,--,232,117,100,115,115,Algún campo sin dato,1,39080fc484563a13f14685099ab80b317f523cb2b54f974f16c9c6fb4efa8f9c,26/06/2023 01:18:30,ESCANER
13016,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,16,--,--,24,1,46,--,1,--,58,13,2,1,--,17,--,1,1,--,7,3,--,3,1,195,34,35,264,--,264,--,400,136,195,264,264,Algún campo sin dato,1,9c9e0841b3c33bc1e49d09de98dc38b6862fde0276745bed589e24a785e3bd13,26/06/2023 00:58:01,ESCANER
13017,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,29,1,1,27,3,40,2,--,2,58,3,2,--,1,18,--,--,--,--,4,5,--,1,2,199,22,35,256,--,256,--,400,144,199,256,256,Algún campo sin dato,1,c0749b9f8373e9321047316be1e135fd9036a73d943ac8319b3bf38450dc5b2b,26/06/2023 00:35:10,ESCANER
13018,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,12,4,--,23,1,49,1,1,--,65,12,--,1,--,21,--,1,2,--,14,--,1,--,2,210,39,43,292,--,292,--,400,108,210,292,292,Algún campo sin dato,1,87a7d1b99c3e50bed848b891c244f126106a67742b9f129565f13f35b3296fe7,26/06/2023 01:01:41,ESCANER
13019,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,14,3,--,22,1,31,1,--,8,74,--,1,2,1,20,--,--,3,--,10,4,3,--,5,203,51,35,289,--,289,--,400,111,203,289,289,Algún campo sin dato,1,2efb4d975999155e4f14dcecee7d1081b7f7e42c0b21e60372367ba7ceec4f8d,26/06/2023 01:12:07,ESCANER
13020,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,16,3,--,36,1,33,--,1,1,60,11,3,--,2,9,--,--,1,--,5,1,--,6,3,192,41,32,265,--,265,--,400,135,192,265,265,Algún campo sin dato,1,93b18b5af1a8adc864fa92cc841781bf126ed461d165111bb2afdedea45b2da0,26/06/2023 01:57:28,ESCANER
13021,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,29,3,--,24,2,21,--,--,1,49,12,4,--,--,18,--,--,1,--,5,3,--,5,2,179,20,27,226,--,226,--,432,206,179,226,226,Algún campo sin dato,1,1a17ff6fc93614b722c7655e9e7d8dda867c3ddb62798e7340cfc2e380b0a1cc,26/06/2023 01:16:03,ESCANER
13022,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,20,1,--,23,1,36,--,--,2,41,13,2,--,--,9,--,--,1,--,9,2,--,3,3,166,30,31,227,--,227,--,400,173,166,227,227,Algún campo sin dato,1,9083ed6e80c99744a7cbbb6f7b1c7708d34b4f4420db240ab04bfde34ba84d51,26/06/2023 01:24:31,ESCANER
13023,"Retalhuleu",11,"Nuevo San Carlos",8,1778,400,28,--,--,35,1,28,1,--,1,59,13,2,--,--,14,--,--,1,--,8,2,--,5,4,202,16,14,232,--,232,--,400,168,202,232,232,Algún campo sin dato,1,fe4750e84c21d682f58327851239124ea80fcf8179ff367e17d5a327cdd44876,26/06/2023 00:48:32,ESCANER
13024,"Retalhuleu",11,"Nuevo San Carlos",8,1778,222,16,--,--,18,1,13,--,1,1,33,8,--,--,1,13,--,--,--,--,5,--,--,1,3,114,9,10,133,--,133,--,219,86,114,133,133,Algún campo sin dato,1,5fff7b5b73ab6fa448a491d96655b9352c23a7946a8f8c8f005be44a5812d4b8,26/06/2023 01:49:54,ESCANER
13025,"Retalhuleu",11,"Nuevo San Carlos",8,1778,222,5,--,--,11,3,12,--,--,--,31,7,--,--,1,12,--,--,1,--,4,1,--,--,2,90,13,14,117,--,117,--,222,105,90,117,117,Algún campo sin dato,1,0510dd31da480937a1b173519297aa515bdd2b4e8e22e3db709306eec1f73972,26/06/2023 01:30:45,ESCANER
13026,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13027,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13028,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13029,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13030,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13031,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13032,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13033,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13034,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13035,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13036,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13037,"Retalhuleu",11,"Nuevo San Carlos",8,1779,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13038,"Retalhuleu",11,"Nuevo San Carlos",8,1779,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13039,"Retalhuleu",11,"Nuevo San Carlos",8,1779,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
13040,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,21,2,0,35,3,18,0,0,1,62,2,3,0,1,14,0,0,0,1,15,1,0,0,4,183,37,26,246,0,246,--,380,134,183,246,246,Algún campo sin dato,1,1f1f77b9b925a7ec5fcadd78bc407ca907a7fd57d9495fbeb2b1025e93899fcf,26/06/2023 02:01:44,MOVIL
13041,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,26,2,1,4,3,18,0,0,1,61,0,2,2,0,8,0,0,2,0,20,1,0,2,6,197,28,46,271,0,271,--,380,109,159,233,233,Sumas Asentadas sin cuadrar,1,24139d2c366baf27adb18b8c6b23da08e70e2e921c3ed5cad112a634344a6f08,26/06/2023 03:19:20,MOVIL
13042,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,23,0,0,33,0,24,3,0,3,60,3,8,3,2,9,0,1,2,0,12,4,1,1,5,197,31,23,251,0,251,--,380,129,197,251,251,Algún campo sin dato,1,5d0fcfcd37e5e38b6977beea4c396a25264ae30aeaa4e01dade8c3e9f392ed15,26/06/2023 02:29:22,MOVIL
13043,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,25,3,0,39,0,16,1,0,2,71,1,4,2,3,17,0,0,1,0,9,0,2,0,1,197,43,37,277,0,277,--,380,103,197,277,277,Algún campo sin dato,1,d4f315b50521eab29316ced6afece5efa59764e715424fe5a34c8784f3eb250c,26/06/2023 01:51:42,ESCANER
13044,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,17,3,0,44,1,23,1,0,1,75,3,8,0,3,6,0,0,0,0,17,1,1,2,6,212,49,26,287,0,287,--,380,93,212,287,287,Algún campo sin dato,1,eb43cff8a3481aa9696930f9691fb224d8d3477cc83d4aad88de5ecdbf922a00,26/06/2023 01:58:53,ESCANER
13045,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,36,2,0,41,2,26,1,0,2,70,2,1,2,0,19,0,0,1,0,16,1,0,0,3,225,30,31,286,0,286,--,380,94,225,286,286,Algún campo sin dato,1,c27d27dc090a81a918c16e16ad3e9d625df44f6c0e351c55df31660a7d3253d8,26/06/2023 02:04:41,ESCANER
13046,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,32,3,1,34,1,16,1,--,1,71,1,4,--,--,14,--,--,2,--,11,1,--,--,8,201,30,28,259,--,259,--,380,121,201,259,259,Algún campo sin dato,1,9198495f9281f300f88e6a4cfd6411788444e0dac57f5641375f31c41c12a5e0,26/06/2023 02:07:58,ESCANER
13047,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,35,1,--,33,2,11,--,--,2,62,2,--,--,--,11,1,2,1,1,11,3,--,1,11,190,21,16,227,--,227,--,379,152,190,227,227,Algún campo sin dato,1,3108d16ef47c5bcad787e7119d166adaff0f21fc74b662e477e2e2c3b8bf76ac,26/06/2023 02:12:27,ESCANER
13048,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,27,1,1,41,1,15,1,1,1,65,0,4,0,0,7,0,2,0,0,16,2,1,0,8,194,26,13,233,0,233,--,380,147,194,233,233,Algún campo sin dato,1,5b68e4956f8ba3966706c0fc2c9d80c74b1223ad54a74221e63a2050a701f5c0,26/06/2023 04:42:53,ESCANER
13049,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,38,5,0,25,1,10,0,1,2,57,5,4,2,0,12,1,0,0,2,18,4,0,2,3,192,22,20,234,0,234,--,380,146,192,234,234,Algún campo sin dato,1,ea8528c59a6ca3715040ee8b1a97651ca6c96dd320753bafb95ed1442aaa7abe,26/06/2023 02:44:28,ESCANER
13050,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,26,4,0,42,1,8,0,1,2,61,1,1,3,2,12,0,0,0,0,13,3,1,2,4,187,23,18,228,0,228,--,380,152,187,228,228,Algún campo sin dato,1,1f0b7b45f26d2c933a1e251d2f88675be44f51bef82f2786d9eee359dbf80124,26/06/2023 02:24:20,ESCANER
13051,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,25,1,--,37,1,11,1,1,5,74,--,6,3,--,8,--,--,1,--,9,3,1,1,4,192,14,9,215,--,215,--,380,165,192,215,215,Algún campo sin dato,1,1a4d1c0972ce68d5815f57618d17672edd1eadcbf47870bd79831fde17b4cb60,26/06/2023 02:27:11,ESCANER
13052,"Retalhuleu",11,"Nuevo San Carlos",8,1780,380,29,1,2,36,3,7,1,--,1,73,3,1,1,--,10,--,--,--,--,9,2,--,2,8,189,19,4,212,--,212,--,380,168,189,212,212,Algún campo sin dato,1,3ed535bdde5e5d5b8654f5813ca1f62abed775144343ff502a6702a49856e45a,26/06/2023 02:33:57,ESCANER
13053,"Retalhuleu",11,"Nuevo San Carlos",8,1780,290,27,--,--,31,2,5,--,--,1,71,1,3,2,--,5,1,--,--,--,18,2,--,1,6,176,11,6,193,--,193,--,290,97,176,193,193,Algún campo sin dato,1,98b084c5089356382000270817944d0473bf40b38366c80f15ab26cdfcc650ec,26/06/2023 02:36:14,ESCANER
13054,"Retalhuleu",11,"Nuevo San Carlos",8,1780,290,14,0,0,23,0,5,0,0,0,55,2,3,2,0,7,0,0,0,1,6,3,1,5,3,130,9,5,144,0,144,--,290,146,130,144,144,Algún campo sin dato,1,af76223db2829ef30050dc05428a737ee00a3b3d2c996e78493ba42bcb1f8296,26/06/2023 02:43:05,ESCANER
13055,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,14,1,1,26,1,13,1,1,0,80,3,0,2,0,11,0,1,1,0,8,1,0,0,0,165,20,27,212,0,212,--,380,165,165,212,212,Algún campo sin dato,1,98098a999542d21c984978f2fad7f9faa390260c04006fd3e15bdeb47bcb47ae,25/06/2023 23:49:34,MOVIL
13056,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,11,1,0,29,1,15,0,1,2,90,1,1,2,1,10,0,0,1,0,10,0,0,1,1,178,24,33,235,0,235,--,380,145,178,235,235,Algún campo sin dato,1,a07b7746e814132541b6f21f6089a4b860d4001b3f02550107aafb1e749eccb5,25/06/2023 22:13:43,ESCANER
13057,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,13,3,0,38,1,33,2,0,1,78,1,2,3,0,8,0,0,1,0,9,0,2,0,2,197,42,24,263,0,263,--,380,117,197,263,263,Algún campo sin dato,1,bc909b4c76b56424d6bc05983684b3e60effd13fd2b4d6b8700c797a6c6e1da0,26/06/2023 00:02:36,MOVIL
13058,"Retalhuleu",11,"Nuevo San Carlos",8,1781,380,19,3,0,20,0,32,1,2,4,76,0,1,4,0,16,0,1,1,1,5,0,0,0,2,188,50,38,276,0,276,--,380,104,188,276,276,Algún campo sin dato,1,882a431aad0608d9e14008c41ecf00df34ff89135d45d4d93897385820ffd7da,26/06/2023 01:59:36,ESCANER
